act,type,asset,size,pos
0064,STK,JAPA149,32,Long
0064,STK,JAPA159,95,Long
0064,STK,JAPA189,85,Long
0064,STK,JAPA204,38,Long
0064,STK,JAPA250,28,Short
0064,STK,SOUT005,6,Long
0064,STK,SOUT252,20,Long
0064,STK,SOUT273,16,Long
0064,STK,TAIW087,881,Long
0064,STK,THAI045,1399,Long
0064,STK,THAI204,433,Short
0064,STK,THAI274,5747,Long
0065,STK,AUST032,42,Long
0065,STK,AUST047,20,Short
0065,STK,AUST230,53,Short
0065,STK,AUST238,43,Long
0065,STK,HONG100,1189,Long
0065,STK,HONG111,696,Long
0065,STK,HONG179,2960,Long
0065,STK,INDI271,1565,Long
0065,STK,JAPA074,18,Long
0065,STK,JAPA076,25,Long
0065,STK,JAPA092,107,Long
0065,STK,JAPA134,26,Long
0065,STK,JAPA153,470,Long
0065,STK,JAPA199,1180,Long
0065,STK,JAPA254,1,Long
0065,STK,JAPA290,7,Short
0065,STK,SOUT002,63,Long
0065,STK,SOUT024,23,Long
0065,STK,TAIW298,424,Long
0067,STK,AUST101,2189,Short
0067,STK,AUST191,300,Long
0067,STK,AUST264,267,Long
0067,STK,HONG084,2899,Long
0067,STK,JAPA015,461,Short
0067,STK,JAPA057,18,Long
0067,STK,JAPA079,80,Long
0067,STK,JAPA111,65,Long
0067,STK,JAPA137,106,Long
0067,STK,JAPA144,150,Long
0067,STK,JAPA290,3,Short
0067,STK,MALA159,413,Long
0067,STK,SING039,22554,Short
0067,STK,TAIW168,1526,Long
0074,STK,AUST028,552,Long
0074,STK,HONG248,471,Long
0074,STK,JAPA144,196,Long
0074,STK,JAPA213,146,Long
0074,STK,JAPA225,284,Short
0074,STK,JAPA250,9,Long
0074,STK,SING204,2156,Long
0074,STK,SOUT172,14,Long
0074,STK,SOUT245,1,Long
0074,STK,TAIW167,89,Long
0074,STK,THAI204,49,Short
0078,STK,AUST276,40,Long
0078,STK,INDI133,181,Short
0078,STK,JAPA190,147,Long
0078,STK,TAIW141,1221,Long
0078,STK,TAIW265,874,Short
0080,STK,AUST032,22,Long
0080,STK,AUST073,5,Long
0080,STK,HONG179,2109,Long
0080,STK,HONG275,32,Short
0080,STK,HONG293,4404,Long
0080,STK,INDO023,396,Long
0080,STK,JAPA023,71,Long
0080,STK,JAPA138,24,Long
0080,STK,JAPA153,308,Short
0080,STK,JAPA156,25,Short
0080,STK,JAPA239,24,Short
0080,STK,JAPA251,196,Long
0080,STK,SOUT038,33,Long
0081,STK,HONG070,106,Long
0081,STK,HONG244,2928,Long
0081,STK,INDI133,128,Long
0081,STK,INDI288,939,Long
0081,STK,JAPA190,137,Long
0083,STK,AUST073,3,Long
0083,STK,HONG018,685,Short
0083,STK,HONG019,63,Long
0083,STK,HONG097,1122,Long
0083,STK,HONG114,820,Long
0083,STK,JAPA059,275,Long
0083,STK,JAPA107,97,Short
0083,STK,JAPA230,1265,Long
0083,STK,JAPA236,15,Long
0083,STK,JAPA274,30,Long
0083,STK,JAPA290,1,Long
0083,STK,MALA011,7387,Long
0083,STK,NEW 044,361,Long
0083,STK,SOUT113,5,Long
0083,STK,SOUT224,2,Long
0083,STK,SOUT255,141,Long
0083,STK,TAIW132,349,Long
0083,STK,TAIW249,141,Short
0083,STK,THAI065,6523,Long
0090,STK,AUST073,36,Long
0090,STK,JAPA009,94,Long
0090,STK,JAPA147,136,Long
0090,STK,JAPA177,6,Long
0090,STK,SOUT234,542,Short
0092,STK,JAPA113,585,Short
0092,STK,JAPA196,37,Long
0092,STK,JAPA210,2,Short
0093,STK,AUST060,53,Short
0093,STK,AUST236,521,Long
0093,STK,AUST288,1098,Short
0093,STK,HONG041,2344,Short
0093,STK,HONG068,817,Long
0093,STK,HONG082,137,Long
0093,STK,HONG155,805,Long
0093,STK,HONG275,9,Long
0093,STK,JAPA006,39,Long
0093,STK,JAPA040,79,Long
0093,STK,JAPA076,37,Short
0093,STK,JAPA092,72,Long
0093,STK,JAPA161,79,Long
0093,STK,JAPA163,8,Short
0093,STK,JAPA208,592,Short
0093,STK,JAPA236,9,Short
0093,STK,JAPA254,56,Long
0093,STK,JAPA277,32,Long
0093,STK,JAPA290,7,Long
0093,STK,MALA006,8803,Short
0093,STK,SING224,627,Long
0093,STK,SOUT274,5,Long
0093,STK,THAI204,193,Long
0093,STK,THAI290,249,Short
0094,STK,AUST121,121,Short
0094,STK,HONG006,1878,Long
0094,STK,HONG136,861,Long
0094,STK,HONG240,97,Long
0094,STK,INDI250,315,Long
0094,STK,JAPA031,40,Long
0094,STK,JAPA060,206,Short
0094,STK,JAPA076,60,Long
0094,STK,JAPA129,240,Long
0094,STK,JAPA136,85,Short
0094,STK,JAPA144,214,Long
0094,STK,JAPA153,259,Long
0094,STK,JAPA177,47,Short
0094,STK,JAPA239,72,Long
0094,STK,JAPA247,253,Long
0094,STK,JAPA248,27,Long
0094,STK,JAPA257,68,Long
0094,STK,JAPA261,17,Long
0094,STK,JAPA270,28,Long
0094,STK,JAPA276,334,Long
0094,STK,JAPA277,11,Long
0094,STK,NEW 054,532,Long
0094,STK,SING083,1487,Long
0094,STK,SING130,3,Short
0094,STK,SOUT128,72,Long
0094,STK,TAIW032,54,Long
0094,STK,TAIW184,2175,Long
0094,STK,THAI066,9162,Long
0095,STK,AUST298,8,Long
0095,STK,HONG046,78,Long
0095,STK,HONG064,194,Long
0095,STK,HONG070,5,Short
0095,STK,HONG096,421,Long
0095,STK,INDI107,406,Short
0095,STK,INDI230,38,Long
0095,STK,JAPA001,333,Long
0095,STK,JAPA005,193,Long
0095,STK,JAPA091,6,Long
0095,STK,JAPA149,62,Long
0095,STK,JAPA150,23,Long
0095,STK,JAPA151,662,Short
0095,STK,JAPA163,1,Long
0095,STK,JAPA189,28,Long
0095,STK,JAPA219,297,Long
0095,STK,JAPA226,167,Long
0095,STK,JAPA240,69,Long
0095,STK,JAPA250,35,Long
0095,STK,JAPA290,22,Long
0095,STK,MALA264,1078,Long
0095,STK,SING182,4248,Short
0095,STK,SOUT033,857,Long
0095,STK,SOUT128,190,Short
0095,STK,SOUT163,17,Short
0095,STK,TAIW167,247,Short
0095,STK,THAI023,1057,Long
0095,STK,THAI270,18021,Long
0096,STK,AUST073,13,Short
0096,STK,AUST207,58,Long
0096,STK,HONG084,2588,Long
0096,STK,HONG192,12105,Long
0096,STK,HONG229,323,Long
0096,STK,HONG275,40,Short
0096,STK,INDI031,545,Long
0096,STK,INDI113,87,Short
0096,STK,INDI261,2918,Long
0096,STK,INDO049,215,Long
0096,STK,JAPA122,454,Long
0096,STK,JAPA124,63,Long
0096,STK,JAPA161,11,Short
0096,STK,JAPA163,9,Long
0096,STK,JAPA174,87,Long
0096,STK,JAPA186,211,Short
0096,STK,JAPA205,651,Long
0096,STK,JAPA271,208,Long
0096,STK,JAPA290,31,Long
0096,STK,MALA243,138,Long
0096,STK,SING243,475,Long
0096,STK,SOUT005,6,Long
0096,STK,TAIW168,104,Long
0096,STK,TAIW249,438,Long
0096,STK,THAI014,548,Short
0096,STK,THAI126,290,Short
0114,STK,AUST292,14,Long
0114,STK,HONG021,734,Long
0114,STK,JAPA083,135,Long
0114,STK,JAPA084,8,Long
0114,STK,JAPA221,15,Short
0114,STK,JAPA240,34,Long
0114,STK,TAIW067,981,Short
0119,STK,AUST015,31,Long
0119,STK,AUST025,97,Long
0119,STK,AUST295,64,Long
0119,STK,HONG104,1661,Long
0119,STK,INDI091,83,Long
0119,STK,SOUT101,296,Long
0119,STK,THAI132,3304,Long
0121,STK,HONG195,2400,Short
0121,STK,INDO128,1091,Long
0121,STK,JAPA189,12,Long
0121,STK,NEW 044,1159,Long
0121,STK,PHIL064,1341,Long
0121,STK,SING182,3719,Long
0121,STK,TAIW049,1430,Short
0122,STK,AUST245,200,Long
0122,STK,AUST248,712,Long
0122,STK,JAPA096,207,Long
0122,STK,JAPA186,281,Long
0122,STK,JAPA199,536,Long
0122,STK,JAPA256,545,Short
0122,STK,NEW 087,438,Long
0124,STK,AUST292,29,Long
0124,STK,AUST295,22,Short
0124,STK,HONG096,934,Long
0124,STK,HONG197,2163,Long
0124,STK,HONG275,81,Long
0124,STK,INDI063,269,Long
0124,STK,JAPA007,30,Long
0124,STK,JAPA084,176,Long
0124,STK,JAPA131,178,Long
0124,STK,JAPA183,35,Long
0124,STK,JAPA234,155,Long
0124,STK,JAPA253,44,Long
0124,STK,JAPA276,266,Long
0124,STK,JAPA294,131,Long
0124,STK,SING223,389,Long
0124,STK,SOUT255,63,Long
0125,STK,INDI124,76,Long
0125,STK,TAIW249,65,Long
0126,STK,HONG278,991,Short
0126,STK,JAPA122,318,Long
0126,STK,JAPA206,15,Long
0126,STK,JAPA239,10,Long
0126,STK,JAPA240,11,Long
0126,STK,JAPA263,62,Long
0126,STK,JAPA284,79,Short
0126,STK,JAPA290,18,Short
0126,STK,SING095,4303,Long
0126,STK,SOUT243,454,Long
0126,STK,SOUT255,324,Long
0127,STK,JAPA290,21,Short
0127,STK,SOUT113,1,Long
0135,STK,AUST224,37,Short
0135,STK,HONG097,2952,Long
0135,STK,JAPA162,5,Long
0135,STK,JAPA245,170,Long
0136,STK,JAPA251,188,Short
0137,STK,HONG114,60,Long
0137,STK,JAPA007,44,Long
0137,STK,JAPA036,66,Long
0137,STK,JAPA233,20,Long
0138,STK,HONG004,580,Long
0138,STK,JAPA117,387,Long
0138,STK,JAPA240,4,Long
0138,STK,JAPA286,128,Long
0138,STK,SOUT028,17,Long
0141,STK,AUST245,184,Short
0141,STK,HONG059,424,Long
0141,STK,HONG102,41556,Short
0141,STK,HONG104,3364,Long
0141,STK,JAPA037,40,Long
0141,STK,JAPA144,92,Long
0141,STK,JAPA161,82,Long
0141,STK,JAPA204,57,Long
0141,STK,JAPA240,12,Long
0141,STK,JAPA241,71,Long
0141,STK,JAPA250,43,Long
0141,STK,SOUT200,15,Long
0141,STK,SOUT224,1,Long
0141,STK,THAI110,1266,Long
0141,STK,THAI199,130,Short
0143,STK,JAPA005,615,Long
0146,STK,AUST233,36,Long
0146,STK,HONG197,95,Long
0146,STK,HONG289,2733,Short
0146,STK,JAPA017,24,Long
0146,STK,JAPA024,467,Long
0146,STK,JAPA139,38,Long
0146,STK,JAPA175,559,Long
0146,STK,SOUT024,28,Long
0146,STK,SOUT239,12,Long
0146,STK,THAI178,11449,Short
0146,STK,THAI204,88,Long
0147,STK,HONG019,1369,Long
0147,STK,HONG070,277,Long
0147,STK,HONG084,1672,Long
0147,STK,HONG215,993,Long
0147,STK,HONG256,5142,Long
0147,STK,INDO244,214,Short
0147,STK,JAPA084,15,Long
0147,STK,JAPA147,85,Long
0147,STK,JAPA233,31,Long
0147,STK,JAPA290,32,Long
0147,STK,SOUT197,5,Long
0147,STK,SOUT233,443,Long
0147,STK,SOUT245,1,Short
0147,STK,THAI243,936,Long
0148,STK,AUST126,522,Long
0148,STK,HONG064,313,Long
0148,STK,HONG196,47634,Long
0148,STK,JAPA073,224,Long
0148,STK,JAPA076,51,Long
0148,STK,JAPA179,218,Short
0148,STK,JAPA182,81,Long
0148,STK,JAPA250,32,Long
0148,STK,MALA233,1766,Long
0148,STK,SOUT131,10,Short
0148,STK,SOUT231,8,Long
0148,STK,SOUT255,207,Long
0148,STK,TAIW065,1849,Long
0148,STK,THAI205,30399,Short
0151,STK,AUST245,226,Long
0151,STK,JAPA152,37,Short
0151,STK,JAPA249,1014,Long
0151,STK,TAIW167,218,Long
0152,STK,AUST003,156,Long
0152,STK,AUST014,1523,Long
0152,STK,AUST276,86,Short
0152,STK,HONG046,2708,Long
0152,STK,HONG104,1026,Long
0152,STK,HONG158,3624,Long
0152,STK,HONG176,29468,Long
0152,STK,HONG229,317,Long
0152,STK,INDI091,96,Long
0152,STK,JAPA022,1,Long
0152,STK,JAPA076,30,Long
0152,STK,JAPA129,286,Short
0152,STK,SOUT165,358,Long
0152,STK,SOUT243,338,Short
0152,STK,SOUT255,360,Short
0152,STK,TAIW249,399,Short
0152,STK,THAI126,396,Long
0155,STK,AUST047,30,Long
0155,STK,HONG037,13609,Long
0155,STK,HONG156,1576,Long
0155,STK,HONG226,3759,Long
0155,STK,INDI151,81,Long
0155,STK,JAPA093,99,Short
0155,STK,JAPA229,16,Long
0155,STK,SING276,126,Short
0155,STK,THAI278,4979,Long
0156,STK,AUST034,741,Long
0156,STK,AUST047,67,Long
0156,STK,AUST073,9,Long
0156,STK,AUST174,50,Long
0156,STK,AUST212,25,Long
0156,STK,AUST280,2554,Short
0156,STK,HONG045,951,Short
0156,STK,HONG056,711,Long
0156,STK,HONG064,526,Long
0156,STK,HONG070,27,Short
0156,STK,HONG111,708,Long
0156,STK,HONG132,4233,Long
0156,STK,HONG167,173,Long
0156,STK,HONG197,242,Long
0156,STK,HONG229,200,Short
0156,STK,HONG275,20,Short
0156,STK,INDI013,440,Long
0156,STK,INDI068,1260,Short
0156,STK,INDI178,16,Long
0156,STK,INDI298,75,Long
0156,STK,JAPA005,70,Long
0156,STK,JAPA007,12,Long
0156,STK,JAPA015,336,Long
0156,STK,JAPA017,71,Short
0156,STK,JAPA036,87,Long
0156,STK,JAPA051,13,Long
0156,STK,JAPA053,1448,Long
0156,STK,JAPA057,84,Short
0156,STK,JAPA069,100,Short
0156,STK,JAPA086,5,Long
0156,STK,JAPA093,5,Short
0156,STK,JAPA095,393,Long
0156,STK,JAPA103,2,Short
0156,STK,JAPA107,1,Long
0156,STK,JAPA111,162,Long
0156,STK,JAPA113,200,Long
0156,STK,JAPA114,63,Short
0156,STK,JAPA134,99,Long
0156,STK,JAPA136,63,Long
0156,STK,JAPA139,50,Long
0156,STK,JAPA141,178,Long
0156,STK,JAPA144,62,Short
0156,STK,JAPA147,64,Long
0156,STK,JAPA150,517,Long
0156,STK,JAPA152,3,Long
0156,STK,JAPA153,1509,Long
0156,STK,JAPA162,23,Long
0156,STK,JAPA175,543,Long
0156,STK,JAPA189,69,Short
0156,STK,JAPA212,103,Long
0156,STK,JAPA213,76,Long
0156,STK,JAPA214,4,Long
0156,STK,JAPA230,1481,Long
0156,STK,JAPA236,18,Long
0156,STK,JAPA240,87,Long
0156,STK,JAPA244,64,Short
0156,STK,JAPA250,6,Long
0156,STK,JAPA276,242,Short
0156,STK,JAPA290,42,Short
0156,STK,JAPA298,46,Long
0156,STK,MALA276,129,Long
0156,STK,SING243,357,Long
0156,STK,SING276,63,Long
0156,STK,SOUT024,23,Long
0156,STK,SOUT128,212,Long
0156,STK,SOUT131,8,Long
0156,STK,SOUT169,23,Long
0156,STK,SOUT196,38,Long
0156,STK,SOUT255,211,Long
0156,STK,SOUT273,58,Long
0156,STK,SOUT274,1,Long
0156,STK,TAIW029,2569,Short
0156,STK,TAIW132,539,Short
0156,STK,TAIW255,713,Long
0156,STK,THAI112,5953,Long
0156,STK,THAI125,126,Long
0156,STK,THAI132,1606,Long
0156,STK,THAI178,2142,Short
0156,STK,THAI199,4,Long
0156,STK,THAI269,5299,Long
0160,STK,AUST073,2,Long
0160,STK,JAPA056,262,Long
0160,STK,JAPA213,223,Long
0167,STK,AUST118,867,Long
0167,STK,AUST126,73,Long
0167,STK,AUST295,14,Long
0167,STK,HONG243,2648,Long
0167,STK,INDO041,1320,Long
0167,STK,JAPA088,600,Long
0167,STK,JAPA125,19,Long
0167,STK,JAPA144,134,Long
0167,STK,JAPA147,114,Long
0167,STK,JAPA162,60,Long
0167,STK,JAPA164,30,Short
0167,STK,JAPA238,236,Long
0167,STK,MALA040,1499,Long
0167,STK,SOUT040,826,Short
0167,STK,SOUT131,5,Short
0168,STK,HONG021,1049,Long
0168,STK,HONG070,32,Long
0168,STK,INDI021,161,Long
0168,STK,INDI131,2,Long
0168,STK,JAPA185,46,Long
0168,STK,SING192,178,Short
0168,STK,SOUT029,7,Long
0168,STK,SOUT083,13,Long
0168,STK,SOUT125,38,Short
0168,STK,TAIW141,2811,Long
0169,STK,AUST015,183,Short
0169,STK,AUST151,21,Long
0169,STK,AUST233,393,Short
0169,STK,AUST236,550,Long
0169,STK,AUST292,40,Short
0169,STK,HONG098,155,Short
0169,STK,HONG167,209,Long
0169,STK,INDI025,48,Long
0169,STK,INDI091,30,Short
0169,STK,INDI113,64,Long
0169,STK,INDI250,247,Short
0169,STK,JAPA005,316,Long
0169,STK,JAPA015,4,Long
0169,STK,JAPA024,202,Long
0169,STK,JAPA058,3,Short
0169,STK,JAPA091,46,Long
0169,STK,JAPA104,333,Long
0169,STK,JAPA142,392,Short
0169,STK,JAPA146,342,Short
0169,STK,JAPA180,10,Long
0169,STK,JAPA190,196,Long
0169,STK,JAPA244,32,Long
0169,STK,MALA212,23073,Short
0169,STK,NEW 028,113,Long
0169,STK,SOUT148,25,Long
0169,STK,SOUT207,77,Long
0169,STK,SOUT248,10,Long
0169,STK,TAIW104,456,Long
0169,STK,THAI118,7281,Long
0169,STK,THAI259,1488,Long
0170,STK,AUST073,15,Short
0170,STK,HONG067,405,Short
0170,STK,HONG068,618,Long
0170,STK,HONG112,109,Long
0170,STK,HONG251,438,Long
0170,STK,HONG265,25241,Long
0170,STK,HONG269,2698,Long
0170,STK,HONG275,10,Short
0170,STK,INDI170,48,Short
0170,STK,INDI274,106,Long
0170,STK,JAPA040,60,Long
0170,STK,JAPA057,17,Long
0170,STK,JAPA230,1526,Long
0170,STK,SING094,1131,Long
0170,STK,SING192,305,Long
0170,STK,SOUT115,20,Long
0172,STK,JAPA072,3,Long
0172,STK,JAPA186,129,Long
0172,STK,JAPA236,32,Long
0172,STK,JAPA250,26,Long
0172,STK,SOUT255,122,Short
0173,STK,AUST272,190,Short
0173,STK,HONG019,1120,Long
0173,STK,HONG045,267,Long
0173,STK,HONG046,2307,Long
0173,STK,HONG059,1676,Long
0173,STK,HONG100,1238,Short
0173,STK,HONG158,3798,Long
0173,STK,HONG288,418,Long
0173,STK,JAPA014,18,Long
0173,STK,JAPA073,318,Long
0173,STK,JAPA114,45,Long
0173,STK,JAPA132,12,Short
0173,STK,JAPA134,55,Long
0173,STK,JAPA190,35,Short
0173,STK,JAPA239,35,Long
0173,STK,PHIL082,68,Short
0173,STK,SOUT255,333,Long
0173,STK,TAIW139,820,Long
0173,STK,TAIW249,197,Long
0173,STK,THAI199,236,Long
0174,STK,HONG114,423,Long
0174,STK,JAPA002,135,Long
0174,STK,JAPA010,167,Long
0174,STK,JAPA262,107,Short
0174,STK,JAPA290,1,Long
0174,STK,JAPA294,3534,Long
0174,STK,TAIW167,67,Long
0174,STK,TAIW200,1307,Short
0175,STK,JAPA122,318,Short
0175,STK,JAPA290,22,Short
0177,STK,AUST047,15,Long
0177,STK,HONG097,2529,Short
