act,type,asset,size,pos
0029,STK,NYS0002,73,Short
0029,STK,NYS0563,25,Long
0029,STK,NYS0866,6,Long
0029,STK,NYS1017,22,Long
0029,STK,NYS1169,23,Short
0029,STK,NYS1276,19,Long
0029,STK,NYS1342,13,Long
0029,STK,NYS1347,5,Long
0029,STK,NYS1417,7,Long
0029,STK,NYS1581,8,Long
0029,STK,NYS1681,2,Long
0029,STK,NYS1745,10,Long
0029,STK,NYS1866,31,Long
0029,STK,NYS2253,5,Long
0029,STK,NYS2268,123,Short
0029,STK,NYS2311,14,Long
0029,STK,NYS2320,4,Long
0029,STK,NYS2354,22,Short
0029,STK,NYS2413,10,Long
0030,CASH,n/a,1912.7,Long
0030,STK,ETF0037,77,Long
0030,STK,ETF0529,24,Long
0030,STK,ETF1286,1,Long
0030,STK,NAS1621,9,Long
0030,STK,NYS0002,52,Long
0030,STK,NYS0440,69,Short
0030,STK,NYS0449,7,Long
0030,STK,NYS1342,19,Long
0030,STK,NYS1653,20,Long
0030,STK,NYS1792,179,Long
0030,STK,NYS2363,10,Long
0031,CASH,n/a,1344.06,Long
0031,STK,ETF1143,40,Short
0031,STK,ETF1286,8,Long
0031,STK,ETF1450,59,Long
0031,STK,NAS1621,3,Short
0031,STK,NYS1355,29,Long
0031,STK,NYS1724,13,Long
0032,CASH,n/a,1052.1,Long
0032,STK,ETF1286,3,Short
0032,STK,ETF1375,14,Short
0032,STK,NAS1621,6,Long
0032,STK,NYS0879,6,Long
0032,STK,NYS1254,2,Long
0032,STK,NYS1730,3,Long
0033,CASH,n/a,168.58,Long
0033,STK,ETF0146,195,Long
0033,STK,ETF0763,6,Long
0033,STK,ETF1003,3,Long
0033,STK,ETF1286,2,Long
0033,STK,NAS0006,7,Long
0033,STK,NAS1461,11,Long
0033,STK,NYS0672,1,Long
0033,STK,NYS1427,65,Long
0033,STK,NYS1917,22,Long
0033,STK,NYS2253,9,Long
0033,STK,NYS2354,25,Long
0034,CASH,n/a,2792.48,Long
0034,STK,ETF0249,31,Long
0034,STK,ETF1382,4,Short
0034,STK,NYS0678,2,Long
0035,CASH,n/a,2295.85,Long
0035,STK,ETF0956,118,Short
0035,STK,ETF1172,27,Short
0035,STK,NAS0052,40,Long
0035,STK,NAS2361,4,Long
0035,STK,NYS0304,30,Long
0035,STK,NYS1254,5,Long
0036,CASH,n/a,411.72,Long
0036,STK,ETF0153,99,Long
0036,STK,ETF1121,22,Long
0036,STK,ETF1286,3,Long
0036,STK,NAS0006,13,Long
0036,STK,NAS1784,1,Long
0036,STK,NAS2435,160,Long
0036,STK,NYS1100,44,Long
0037,CASH,n/a,2840.55,Long
0037,STK,ETF0493,23,Long
0037,STK,ETF0687,28,Short
0037,STK,ETF1286,3,Short
0037,STK,NYS0002,23,Short
0037,STK,NYS1205,17,Short
0037,STK,NYS2072,28,Long
0038,CASH,n/a,919.67,Long
0039,CASH,n/a,3074.36,Long
0039,STK,ETF0037,57,Long
0039,STK,ETF0204,10,Long
0039,STK,ETF0560,9,Long
0039,STK,NAS0050,24,Short
0039,STK,NYS0895,11,Long
0039,STK,NYS1896,14,Short
0040,CASH,n/a,1588.7,Long
0040,STK,ETF1286,5,Long
0040,STK,ETF1381,44,Short
0040,STK,ETF1393,22,Long
0040,STK,NAS0231,26,Short
0040,STK,NYS0406,79,Long
0041,CASH,n/a,1053.3,Long
0042,CASH,n/a,5006.88,Long
0042,STK,ETF0776,17,Short
0042,STK,NAS1771,25,Long
0042,STK,NYS1214,62,Long
0042,STK,NYS1306,18,Long
0042,STK,NYS2272,18,Long
0043,CASH,n/a,1149.55,Long
0043,STK,ETF0763,9,Long
0043,STK,ETF1286,8,Long
0043,STK,NAS1393,15,Long
0043,STK,NAS1582,16,Long
0043,STK,NAS2406,1,Long
0043,STK,NYS0313,35,Long
0043,STK,NYS2158,20,Long
0043,STK,NYS2253,5,Long
0043,STK,NYS2268,74,Short
0044,CASH,n/a,1093.91,Long
0044,STK,NAS0143,3,Long
0044,STK,NYS1347,4,Long
0044,STK,NYS1581,34,Short
0045,CASH,n/a,1479.25,Long
0046,CASH,n/a,741.76,Long
0046,STK,ETF0757,7,Long
0046,STK,ETF1003,3,Long
0046,STK,ETF1286,7,Long
0046,STK,NAS0838,32,Long
0046,STK,NAS0858,10,Short
0046,STK,NAS2580,17,Long
0046,STK,NYS0588,3,Short
0046,STK,NYS0597,8,Long
0046,STK,NYS1075,25,Long
0046,STK,NYS1689,19,Long
0047,CASH,n/a,157.78,Long
0048,CASH,n/a,407.32,Long
0048,STK,ETF0037,64,Long
0049,CASH,n/a,7757.13,Long
0049,STK,NYS0045,16,Short
0049,STK,NYS0101,5,Long
0049,STK,NYS1396,8,Long
0049,STK,NYS1724,13,Long
0050,CASH,n/a,1775.77,Long
0051,CASH,n/a,759.2,Long
0052,CASH,n/a,6778.55,Long
0053,CASH,n/a,1263.38,Long
0053,STK,ETF0204,20,Long
0053,STK,ETF1286,3,Long
0053,STK,NAS1621,10,Long
0053,STK,NYS0002,127,Long
0053,STK,NYS0638,1,Long
0053,STK,NYS0649,12,Long
0053,STK,NYS1549,13,Short
0053,STK,NYS1749,3,Long
0053,STK,NYS1766,7,Short
0053,STK,NYS1904,3,Short
0053,STK,NYS2348,16,Long
0054,CASH,n/a,7299.96,Long
0054,STK,ETF1286,1,Short
0054,STK,ETF1331,21,Long
0054,STK,NAS1245,14,Short
0054,STK,NYS1360,4,Long
0054,STK,NYS1610,247,Short
0054,STK,NYS1958,9,Long
0055,CASH,n/a,4614.02,Long
0055,STK,ETF1253,6,Long
0055,STK,NYS0223,121,Long
0055,STK,NYS1242,31,Long
0055,STK,NYS1417,10,Short
0056,CASH,n/a,12677.49,Long
0056,STK,ETF0037,32,Long
0056,STK,ETF0560,1,Long
0056,STK,ETF0565,13,Long
0056,STK,ETF0574,60,Long
0056,STK,ETF0687,37,Long
0056,STK,ETF0846,92,Long
0056,STK,ETF1161,33,Long
0056,STK,ETF1218,30,Long
0056,STK,ETF1286,30,Long
0056,STK,ETF1382,18,Long
0056,STK,ETF1387,6,Short
0056,STK,ETF1432,10,Long
0056,STK,NAS0006,9,Long
0056,STK,NAS0046,21,Long
0056,STK,NAS0105,12,Long
0056,STK,NAS0231,41,Long
0056,STK,NAS0238,11,Long
0056,STK,NAS0516,3,Long
0056,STK,NAS0858,21,Long
0056,STK,NAS1205,7,Long
0056,STK,NAS1252,2,Long
0056,STK,NAS1545,18,Long
0056,STK,NAS1575,28,Long
0056,STK,NAS1621,24,Long
0056,STK,NAS2359,6,Short
0056,STK,NAS2361,1,Short
0056,STK,NYS0015,11,Long
0056,STK,NYS0018,28,Long
0056,STK,NYS0068,12,Long
0056,STK,NYS0103,21,Short
0056,STK,NYS0125,4,Long
0056,STK,NYS0223,9,Long
0056,STK,NYS0294,3,Long
0056,STK,NYS0365,11,Long
0056,STK,NYS0458,28,Short
0056,STK,NYS0504,80,Long
0056,STK,NYS0581,8,Long
0056,STK,NYS0588,10,Long
0056,STK,NYS0604,14,Short
0056,STK,NYS0613,49,Short
0056,STK,NYS0623,19,Long
0056,STK,NYS0741,6,Short
0056,STK,NYS0843,152,Long
0056,STK,NYS0846,5,Long
0056,STK,NYS0953,29,Long
0056,STK,NYS0993,15,Long
0056,STK,NYS1030,2,Long
0056,STK,NYS1104,10,Short
0056,STK,NYS1123,2,Long
0056,STK,NYS1169,44,Short
0056,STK,NYS1194,84,Long
0056,STK,NYS1254,17,Short
0056,STK,NYS1412,13,Short
0056,STK,NYS1428,39,Long
0056,STK,NYS1430,5,Short
0056,STK,NYS1465,3,Long
0056,STK,NYS1596,97,Long
0056,STK,NYS1618,26,Long
0056,STK,NYS1739,29,Short
0056,STK,NYS1835,37,Long
0056,STK,NYS2013,8,Long
0056,STK,NYS2222,37,Long
0056,STK,NYS2377,10,Short
0056,STK,PRE0465,1,Short
0057,CASH,n/a,1010.59,Long
0057,STK,NAS0006,16,Long
0057,STK,NAS0055,17,Long
0057,STK,NAS0202,1,Long
0057,STK,NYS0026,9,Short
0057,STK,NYS0223,77,Long
0057,STK,NYS2053,39,Long
0058,CASH,n/a,4218.28,Long
0058,STK,ETF0037,68,Long
0058,STK,ETF0068,4,Long
0058,STK,ETF1432,5,Long
0058,STK,NAS0825,47,Long
0058,STK,NYS0216,2,Short
0058,STK,NYS0695,18,Long
0058,STK,NYS1972,5,Long
0058,STK,NYS2253,18,Short
0059,CASH,n/a,393.82,Long
0060,CASH,n/a,1972.1,Long
0060,STK,ETF0666,6,Short
0060,STK,NYS0988,6,Short
0060,STK,NYS1644,22,Long
0061,CASH,n/a,1568.96,Long
0061,STK,ETF0231,50,Long
0061,STK,ETF0683,10,Short
0061,STK,ETF1250,22,Short
0061,STK,NAS0290,2,Long
0061,STK,NAS0519,17,Long
0061,STK,NAS0938,49,Long
0061,STK,NAS1034,2,Long
0061,STK,NAS1469,10,Long
0061,STK,NAS1531,2,Short
0061,STK,NAS1968,3,Long
0061,STK,NYS0134,26,Long
0061,STK,NYS1529,14,Long
0062,CASH,n/a,1147.21,Long
0063,CASH,n/a,268.45,Long
0064,CASH,n/a,5794.88,Long
0064,STK,ETF1286,5,Long
0064,STK,ETF1439,2,Long
0064,STK,NAS0858,1,Long
0064,STK,NAS1179,96,Long
0064,STK,NAS1575,78,Short
0065,CASH,n/a,7442.92,Long
0066,CASH,n/a,2408.33,Long
0067,CASH,n/a,8029.75,Long
0067,STK,ETF0204,19,Long
0067,STK,ETF1286,6,Long
0067,STK,ETF1514,9,Short
0067,STK,NAS0803,5,Long
0067,STK,NAS1562,45,Long
0067,STK,NAS2195,108,Short
0067,STK,NYS0210,24,Long
0067,STK,NYS0328,61,Long
0067,STK,NYS0514,42,Long
0067,STK,NYS0796,106,Long
0067,STK,NYS1350,16,Short
0067,STK,NYS2423,14,Long
0068,CASH,n/a,4828.64,Long
0068,STK,ETF0562,13,Short
0068,STK,ETF0808,44,Long
0068,STK,ETF1286,12,Long
0068,STK,ETF1375,19,Long
0068,STK,NAS0006,1,Short
0068,STK,NAS0143,3,Short
0068,STK,NAS0858,8,Long
0068,STK,NAS1035,1,Long
0068,STK,NAS2153,9,Long
0068,STK,NYS0592,23,Short
0068,STK,NYS1017,25,Long
0068,STK,NYS1219,16,Long
0068,STK,NYS1704,36,Short
0068,STK,NYS2377,2,Long
0069,CASH,n/a,3322.24,Long
0069,STK,ETF0750,3,Long
0069,STK,ETF0796,8,Long
0069,STK,NAS0386,27,Long
0069,STK,NAS0622,11,Long
0069,STK,NAS0903,3,Short
0069,STK,NYS0588,47,Short
0069,STK,NYS1272,21,Long
0069,STK,NYS1906,15,Long
0070,CASH,n/a,1343.33,Long
0071,CASH,n/a,432.86,Long
0071,STK,ETF1333,11,Long
0071,STK,NYS1313,9,Long
0071,STK,NYS2217,47,Long
0072,CASH,n/a,1697.22,Long
0073,CASH,n/a,462.73,Long
0073,STK,ETF0083,14,Long
0073,STK,NAS0858,1,Short
0073,STK,NAS1562,19,Long
0073,STK,NYS1602,18,Long
0074,CASH,n/a,4243.25,Long
0074,STK,ETF0105,27,Long
0074,STK,ETF1003,5,Long
0074,STK,ETF1328,31,Long
0074,STK,NAS0858,2,Long
0074,STK,NAS1562,24,Long
0074,STK,NYS0039,31,Long
0074,STK,NYS0125,4,Long
0074,STK,NYS0653,39,Short
0074,STK,NYS0658,15,Long
0074,STK,NYS1038,2,Long
0074,STK,NYS1079,67,Short
0074,STK,NYS1674,345,Short
0074,STK,NYS1693,60,Long
0075,CASH,n/a,986.08,Long
0076,CASH,n/a,994.77,Long
0076,STK,ETF1003,17,Long
0076,STK,NYS1958,2,Long
0077,CASH,n/a,3400.73,Long
0078,CASH,n/a,2615.36,Long
0078,STK,ETF1286,1,Short
0078,STK,NAS1469,51,Long
0078,STK,NYS1214,50,Short
0078,STK,NYS1823,203,Long
0079,CASH,n/a,4818.89,Long
0079,STK,ETF1286,2,Short
0079,STK,ETF1443,219,Short
0079,STK,NAS0231,29,Long
0079,STK,NAS1916,30,Long
0079,STK,NAS2249,1104,Short
0079,STK,NYS0304,31,Long
0079,STK,NYS0588,24,Long
0079,STK,NYS0777,7,Short
0079,STK,NYS1118,9,Long
0079,STK,NYS1693,43,Long
0079,STK,NYS1698,17,Short
0079,STK,NYS2423,26,Short
0080,CASH,n/a,1903.15,Long
0081,CASH,n/a,1718.76,Long
0082,CASH,n/a,2319.84,Long
0082,STK,ETF0540,26,Long
0082,STK,ETF0763,17,Long
0082,STK,ETF1003,9,Long
0082,STK,ETF1172,7,Short
0082,STK,ETF1218,17,Short
0082,STK,ETF1286,2,Long
0082,STK,ETF1382,50,Long
0082,STK,NAS0100,1,Long
0082,STK,NAS0105,11,Long
0082,STK,NAS0238,7,Long
0082,STK,NAS1006,5,Short
0082,STK,NAS1621,9,Long
0082,STK,NAS1788,1,Long
0082,STK,NAS2359,21,Long
0082,STK,NAS2361,5,Long
0082,STK,NAS2609,32,Long
0082,STK,NYS0132,27,Long
0082,STK,NYS0449,1,Long
0082,STK,NYS0729,450,Long
0082,STK,NYS0952,65,Long
0082,STK,NYS0974,37,Long
0082,STK,NYS1441,35,Short
0082,STK,NYS1596,43,Long
0082,STK,NYS1679,13,Short
0082,STK,NYS1888,220,Long
0082,STK,NYS2198,8,Long
0082,STK,NYS2387,66,Short
0082,STK,NYS2412,54,Long
0083,CASH,n/a,3486.89,Long
0083,STK,ETF0018,123,Short
0083,STK,NAS0231,55,Long
0083,STK,NAS1043,16,Long
0083,STK,NYS0220,13,Long
0083,STK,NYS0223,20,Short
0083,STK,NYS0482,1,Long
0083,STK,NYS1030,3,Long
0083,STK,NYS1214,26,Short
0083,STK,NYS1426,2,Long
0084,CASH,n/a,2592.21,Long
0084,STK,ETF0037,113,Long
0084,STK,ETF0468,31,Long
0084,STK,ETF0495,5,Long
0084,STK,ETF0540,44,Long
0084,STK,ETF0733,14,Long
0084,STK,ETF0736,50,Long
0084,STK,ETF1117,24,Long
0084,STK,ETF1250,9,Long
0084,STK,ETF1286,38,Long
0084,STK,NAS0001,45,Long
0084,STK,NAS0052,9,Long
0084,STK,NAS0858,16,Long
0084,STK,NAS1218,3,Long
0084,STK,NAS1469,1,Long
0084,STK,NAS1921,3,Long
0084,STK,NYS0592,16,Long
0084,STK,NYS0625,138,Short
0084,STK,NYS0645,16,Short
0084,STK,NYS0649,4,Long
0084,STK,NYS0695,7,Short
0084,STK,NYS0952,48,Long
0084,STK,NYS1214,14,Long
0084,STK,NYS1244,31,Long
0084,STK,NYS1333,45,Long
0084,STK,NYS1358,5,Short
0084,STK,NYS2207,20,Long
0084,STK,NYS2278,15,Long
0085,CASH,n/a,3068.77,Long
0085,STK,ETF0846,51,Long
0085,STK,ETF1003,9,Long
0085,STK,ETF1286,14,Long
0085,STK,NAS0762,87,Long
0085,STK,NAS0858,13,Short
0085,STK,NYS0200,25,Long
0085,STK,NYS0445,92,Long
0085,STK,NYS0683,26,Long
0085,STK,NYS1130,17,Long
0085,STK,NYS1806,22,Short
0085,STK,NYS2331,22,Long
0085,STK,NYS2377,7,Short
0086,CASH,n/a,2086.35,Long
0086,STK,ETF0763,11,Long
0086,STK,ETF1286,8,Long
0086,STK,NAS2361,6,Long
0086,STK,NYS0767,19,Long
0086,STK,NYS0952,43,Long
0086,STK,NYS1972,11,Short
0086,STK,NYS2134,2,Long
0087,CASH,n/a,1157.95,Long
0088,CASH,n/a,1016.86,Long
0088,STK,ETF0811,16,Long
0088,STK,ETF1286,7,Short
0088,STK,NAS0102,21,Long
0088,STK,NYS0623,16,Long
0088,STK,NYS1835,106,Long
0089,CASH,n/a,209.62,Long
0090,CASH,n/a,1808.19,Long
0091,CASH,n/a,2354.4,Long
0091,STK,NAS0858,18,Short
0091,STK,NYS0002,20,Long
0091,STK,NYS1748,32,Long
0091,STK,NYS2219,7,Long
0092,CASH,n/a,1139.2,Long
0092,STK,ETF0856,30,Long
0092,STK,NAS0601,43,Short
0092,STK,NAS1021,18,Long
0092,STK,NYS0292,21,Long
0092,STK,NYS1843,43,Long
0093,CASH,n/a,7488.72,Long
0093,STK,NAS0006,12,Short
0093,STK,NYS0278,37,Short
0093,STK,NYS0514,36,Long
0093,STK,NYS1515,10,Short
0094,CASH,n/a,4092.82,Long
0095,CASH,n/a,6935.93,Long
0095,STK,ETF0763,16,Long
0095,STK,ETF1118,23,Short
0095,STK,ETF1286,5,Long
0095,STK,NAS0231,23,Long
0095,STK,NAS0279,4,Long
0095,STK,NAS0938,1,Short
0095,STK,NAS1621,10,Long
0095,STK,NAS2361,8,Long
0095,STK,NYS0385,7,Short
0095,STK,NYS1017,39,Long
0095,STK,NYS2093,2,Short
0096,CASH,n/a,13974.1,Long
0097,CASH,n/a,2357.29,Long
0097,STK,ETF0565,8,Short
0097,STK,ETF1286,6,Long
0097,STK,NYS0385,9,Long
0097,STK,NYS0920,23,Long
0098,CASH,n/a,2078.54,Long
0098,STK,ETF0763,8,Long
0098,STK,ETF1157,22,Short
0098,STK,ETF1286,2,Long
0098,STK,NAS0143,2,Long
0098,STK,NAS0938,65,Long
0098,STK,NYS0002,1,Long
0098,STK,NYS0068,17,Long
0098,STK,NYS0563,10,Long
0098,STK,NYS1441,53,Short
0098,STK,NYS2354,19,Long
0099,CASH,n/a,1769.45,Long
0099,STK,ETF0687,10,Long
0099,STK,ETF1003,2,Long
0099,STK,NAS0006,16,Long
0099,STK,NAS0181,91,Short
0099,STK,NAS1006,12,Short
0099,STK,NAS1622,40,Long
0099,STK,NYS0588,8,Long
0099,STK,NYS0685,24,Long
0099,STK,NYS1140,7,Long
0099,STK,NYS1987,4,Long
0099,STK,NYS1989,10,Long
0099,STK,PRE0468,30,Long
0100,CASH,n/a,1349.24,Long
0100,STK,ETF0872,9,Long
0100,STK,NAS0006,13,Long
0100,STK,NAS1580,30,Long
0100,STK,NAS2194,10,Long
0100,STK,NYS0592,9,Short
0100,STK,NYS0867,6,Long
0100,STK,NYS0926,55,Long
0100,STK,NYS1360,3,Long
0100,STK,NYS1504,8,Short
0100,STK,NYS2035,13,Long
0100,STK,NYS2356,179,Long
0101,CASH,n/a,3323.89,Long
0102,CASH,n/a,1856.32,Long
0102,STK,ETF0069,10,Long
0102,STK,ETF0687,28,Long
0102,STK,ETF0776,3,Short
0102,STK,ETF1172,7,Long
0102,STK,ETF1175,95,Long
0102,STK,ETF1286,9,Long
0102,STK,ETF1382,4,Long
0102,STK,ETF1386,8,Long
0102,STK,NAS0115,86,Long
0102,STK,NAS0363,4,Short
0102,STK,NAS1218,4,Long
0102,STK,NAS1766,7,Long
0102,STK,NYS0448,59,Short
0102,STK,NYS0764,5,Long
0102,STK,NYS1360,5,Long
0102,STK,NYS1777,51,Short
0102,STK,NYS2072,14,Long
0103,CASH,n/a,789.2,Long
0104,CASH,n/a,1922.26,Long
0105,CASH,n/a,11511.37,Long
0105,STK,ETF1172,23,Short
0105,STK,ETF1286,9,Short
0105,STK,ETF1330,21,Long
0105,STK,ETF1386,7,Long
0105,STK,NAS0181,164,Short
0105,STK,NAS0440,27,Long
0105,STK,NAS1034,3,Short
0105,STK,NYS0358,20,Short
0105,STK,NYS1308,5,Short
0105,STK,NYS1312,30,Short
0105,STK,NYS2086,141,Short
0106,CASH,n/a,303.96,Long
0106,STK,ETF1172,27,Long
0106,STK,NAS0001,10,Long
0106,STK,NYS0794,6,Long
0107,CASH,n/a,1681.25,Long
0108,CASH,n/a,2760.81,Long
0108,STK,ETF0068,20,Short
