asset,name,px
PRE0076,Assured Guaranty Municipal Holding Inc. 6.875% Quarterly Interest Bonds 2101,25.22
PRE0077,Astoria Financial Dep. pfd. (Rep. 1/40th 6.5% Perp. pfd. Series C),25.31
PRE0078,Atlas Resource Partners 10.75% Cum. Redeem. pfd. Cl E,19.1
PRE0079,Atlas Resource Partners 8.625% Cum. Redeem. Perp. pfd. Cl D,15.5
PRE0080,Aviva PLC Subordinated Capital Securities due 2041,27
PRE0081,AXIS Capital Holdings pfd. Series C,27.07
PRE0082,AXIS Capital Holdings pfd. Series D,24.7
PRE0083,BAC Capital Trust VIII 6% Capital Securities,25.53
PRE0084,Banco Bradesco Pref ADR,6.71
PRE0085,Banc of California Dep. pfd. (Rep. 1/40th Perp. pfd. Series C),26.5
PRE0086,Banc of California Inc. Dep. pfd. (Rep. 1/40 Int. Perp. pfd. Series D),25.49
PRE0087,Banc of California Sr. Notes,26.05
PRE0088,Bank of America 7.25% Non-Cum Perp Conv pfd. Series L,1102.41
PRE0089,Bank of America Corp. Dep. pfd. (Rep. 1/1000th Non-Cum. pfd. Series Y),25.58
PRE0090,Bank of America Dep. pfd. (Rep. 1/1000th Interest in a share of 6.204% Non-Cum pfd. Series D),25.18
PRE0091,Bank of America Dep. pfd. (Rep. 1/1000th Interest in a share of 6.625% Non-Cum pfd. Series I),25.84
PRE0092,Bank of America Dep. pfd. (Rep. 1/1000th Interest in a share of Non-Cum pfd. Series E),20.82
PRE0093,Bank of America Dep. pfd. (Rep. 1/1000th pfd. Series W),25.73
PRE0094,Bank of America Dep. pfd. (Rep. 1/1200th Interest in a Share of Floating Rate Non. Cum. pfd. Series 2),18.9
PRE0095,Bank of America Dep. pfd. (Rep. 1/1200th Interest in a share of Float Rate Com. pfd. Series 1),18.63
PRE0096,Bank of America Dep. pfd. (Rep. 1/1200th interest of a share of 6.375% Non-Cum pfd. Series 3),25.19
PRE0097,Bank of America Dep. pfd. (Rep. 1/1200th interest of a share of Fltg Rate Non-Cum pfd. Series 4),21.28
PRE0098,Bank of America Dep. pfd. (Rep. 1/1200th interest of a share of Non-Cum pfd. Series 5),20.56
PRE0099,Bank of New York Mellon 5.2% Non. Cum. Perp. pfd. Series C,24.9
PRE0100,Barclays ADR Series 5 (Rep Non-Cum Call Dollar Pref Shs Series 5),25.77
PRE0101,Barclays Bank ADR Pfd,25.38
PRE0102,Barclays Bank ADR Series 4,25.73
PRE0103,Barclays Bank pfd. Series A,25.57
PRE0104,BB&T Dep. pfd. (Rep. 1/1000 Perp. pfd. Series E),24.86
PRE0105,BB&T Dep Pfd. (Rep. 1/1000th Perp. pfd. Series F),23.91
PRE0106,BB&T Dep. pfd. (Rep. 1/1000 5.5% Non-Cum. Perp. pfd. Series G),23.9
PRE0107,BB&T Dep. Shs. (Rep. 1/1000 Non-Cum. Perp. pfd. Series D),25.41
PRE0108,Berkshire Income Realty 9.00% Cum. Redeem. pfd. Series A,28.59
PRE0109,BGC Partners Inc. 8.125% Sr Notes due 2042,26.49
PRE0110,BGE Capital Trust II 6.20% Trust pfd. Secs,25.8
PRE0111,Boston Private Financial Holdings Dep (Rep. 1/40th Non-Cum. Perp. pfd. Series D),24.95
PRE0112,Boston Properties Dep. (Rep. 1/100th 5.25% Cum. Redeem. pfd. Series B),24.73
PRE0113,Box Ships 9% Cum. Redeem. Perp. pfd. Series C,18
PRE0114,Brandywine Realty Trust pfd. Series E,25.65
PRE0115,BreitBurn Energy Partners 8.25% Cum. Redeem. Perp. pfd. Series A,14.57
PRE0116,Brookfield DTLA Fund Office Trust Investor Cum. Redeem. pfd. Series A,22.2
PRE0117,Callon Petroleum 10% pfd. Series A,47.72
PRE0118,Campus Crest Communities Inc. 8% Series A,23.76
PRE0119,Capitala Finance 7.125% Notes due 2021,25.34
PRE0120,Capital One Financial Dep. pfd. (Rep. 1/40th 6.25% Non-Cum. Perp. pfd. Series C),25.06
PRE0121,Capital One Financial Dep. pfd. (Rep. 1/40th Perp. pfd. Series D),26.62
PRE0122,Capital One Financial Dep. pfd. (Rep. 1/40th Perp. pfd. Series F),24.77
PRE0123,Capital One Financial pfd. Series B,24.77
PRE0124,Capstead Mortgage pfd. Series E,24.49
PRE0125,CBL&Associates Properties Dep. Shs (Rep. 1/10th fraction interest of a share of 7.375% Cum. pfd. Series D),25.38
PRE0126,CBL&Associates Properties Inc. Dep. pfd. (Rep. 1/10th Share 6.625% Cum. pfd. Series E),25.27
PRE0127,Cedar Realty Trust Inc. 7.25% Series B Cum Red Pfd,25.2
PRE0128,Centrais Eletricas Brasileiras pfd. ADR,2.13
PRE0129,Charles Schwab Dep. pfd. (Rep. 1/40th 6% Non-Cum. pfd. Series C),24.99
PRE0130,Charles Schwab Dep. Pfd. (Rep. 1/40th Non-Cum. Perp. pfd. Series B),25.1
PRE0131,Chesapeake Energy 4.50% Cum. Conv. pfd.,59
PRE0132,Chesapeake Lodging Trust 7.75% Series A Cum Red Pfd,26.7
PRE0133,CHS 8% Cum. Redeem. pfd.,30.6
PRE0134,CHS 7.5% Cum. Redeem. pfd. Cl B Series 4,27.14
PRE0135,CHS 6.75% Redeem. pfd. Series 3 Cl B,26.11
PRE0136,CHS 7.875% Cum. Redeem. pfd. Cl B,28.32
PRE0137,CHS Cum. Redeem. pfd. Cl B Series 2,27.23
PRE0138,Cincinnati Bell 6.75% Cum. Conv. pfd.,49
PRE0139,Citigroup Capital XIII TruPS Fixed/FLTG,25.53
PRE0140,Citigroup Dep. pfd. (Rep. 1/1000th Interest in a Share of 6.875% Fixed Rate/Floating Rate Noncum. pfd. Series K),26.8
PRE0141,Citigroup Dep pfd. (Rep 1/1000th interest in a share of 8.125% Non-Cum pfd. Series AA),28.49
PRE0142,Citigroup Dep. pfd. (Rep. 1/1000th pfd. Series J Fixed/Floating),27.64
PRE0143,Citigroup Dep. pfd. (Rep. 1/1000th Share of 6.875% Noncum. pfd. Series L),26.63
PRE0144,Citigroup Dep. (Rep. 1/1000th 5.80% Non-Cum. pfd. Series C),24.73
PRE0145,City National Dep. pfd. (Rep. 1/40th Non-Cum. pfd. Series D) Fixed/Floating,28.55
PRE0146,City National Dep. Shs. (Rep. 1/40th 5.5% Non-Cum. Perp. pfd. Series C),24.71
PRE0147,Civista Bancshares Dep. pfd. (Rep. 1/40th 6.5% Non-Cum. Conv. Redeem. Perp. pfd. Series B),33.2
PRE0148,Cliffs Natural Resources Inc. Dep. pfd. (Rep. 1/40th Share Conv. pfd. Series A),3.35
PRE0149,Colony Capital 7.5% Cum. Redeem. Perp. pfd. Series B,25.12
PRE0150,Colony Capital 8.5% Cum. Redeem. pfd. Series A,26.33
PRE0151,Colony Capital 7.125% pfd. Series C,23.44
PRE0152,Comcast 5.00% Notes due 2061,25.57
PRE0153,Commerce Bancshares Dep. pfd. (Rep. 1/1000th 6% Perp. pfd. Series B),25.4
PRE0154,Condor Hospitality Trust Conv. pfd. Series A,7
PRE0155,Condor Hospitality Trust Conv. pfd. Series B,18.95
PRE0156,Consumers Energy $4.50 pfd.,101.1
PRE0157,CorEnergy Infrastructure Trust Dep. pfd. (Rep. 1/100 Share pfd. Series A),24.2
PRE0158,Coresite Realty 7.25% Cum. Redeem. pfd. Series A,26.39
PRE0159,Corporate Asset Backed CABCO Series 2004-101 Trust Goldman Sachs Capital I Float. Rate Call Ctfs,20.75
PRE0160,Corporate Asset Backed CABCO Series 2004-102 Trust SBC Communication Call Fltg Rate Ctfs,21.98
PRE0161,Corporate Asset Backed Trust JCP 7.675%,18.73
PRE0162,Corporate Office Properties Trust pfd. Series L,26.21
PRE0163,Costamare 8.5% Cum. Redeem. Perp. pfd. Series C,22.83
PRE0164,Costamare 8.75% Cum. Redeem. Perp. pfd. Series D,21.68
PRE0165,Costamare 7.625% Cum. Redeem. Perp. pfd. Series B,20.74
PRE0166,Countrywide Capital Trust IV 6.75% Trust pfd. Secs,25.52
PRE0167,Countrywide Capital V 7.00% Tr pfd. Secs,25.46
PRE0168,Cowen Group 8.25% Sr. Notes 2021,26.88
PRE0169,Crown Castle International 4.5% Conv. pfd. Series A,107
PRE0170,CubeSmart 7.75% Series A Cum Red Prf,26.71
PRE0171,Cullen/Frost Bankers pfd.,25
PRE0172,Customers Bancorp 7% Non-Cum. Perp. pfd. Series C,25.44
PRE0173,Customers Bancorp 6.375% Sr. Notes due 2018,26.34
PRE0174,CYS Investments 7.5% Cum. Redeem. pfd. Series B,22.09
PRE0175,CYS Investments Cum. Redeem. pfd. Series A,22.84
PRE0176,DDR Dep. pfd. (Rep. 1/20th Share 6.25% Cl K Pfd.),24.85
PRE0177,DDR Dep. pfd. (Rep. 1/20th Share Cl J Pfd.),25.64
PRE0178,Deutsche Bank Contingent Capital Trust II 6.55% Trust pfd. Secs,26
PRE0179,Deutsche Bank Contingent Capital Trust III 7.60% TruPS,27.03
PRE0180,Deutsche Bank Contingent Capital Trust V 8.05% TruPS,27.98
PRE0181,Diana Shipping 8.5% Sr. Notes 2020,23.6
PRE0182,Diana Shipping 8.875% Cum. Redeem. Perp. pfd. Series B,23.73
PRE0183,Digital Realty Trust 7.0% Series E Cum. Redeem. Prf. Shares,25.79
PRE0184,Digital Realty Trust 6.35% Cum. Redeem. pfd. Series I,24.72
PRE0185,Digital Realty Trust 5.875% Cum. Redeem. pfd. Series G,23.98
PRE0186,Digital Realty Trust 6.625% Cum. Redeem. Pfd. Series F,25.58
PRE0187,Digital Realty Trust 7.375% Cum. Redeem. pfd. Series H,27.19
PRE0188,Dillard's Capital Trust I 7.5% pfd.,26.14
PRE0189,Discover Financial Services Dep. Shs (Rep. 1/40th Non-Cum. Perp. pfd. Series B),25.64
PRE0190,DTE Energy Co. 5.25% Jr. Sub. Deb. Series C due 12/1/2062,23.32
PRE0191,DTE Energy Series 6.50% Jr Sub Debt 2061,26.13
PRE0192,Duke Energy 5.125% Junior Sub. Deb. due 2073,25.07
PRE0193,Dupont Fabros Technology Cum. Redeem. Pfd Series A,25.48
PRE0194,Dupont Fabros Technology Inc. 7.625% Cum. Redeem. Perpt. Pfd Series B,25.61
PRE0195,Dynagas LNG Partners 9% Cum. Redeem. pfd. Series A,21.01
PRE0196,Dynegy 5.375% Conv. pfd. Series A,94
PRE0197,Dynex Capital 7.625% Cum. Redeem. pfd. Series B,23.11
PRE0198,Dynex Capital pfd. Series A,24.46
PRE0199,Eagle Point Credit 7.75% pfd. Series A,26.13
PRE0200,E.I. DuPont de Nemours $3.50 Cum. pfd.,84.43
PRE0201,E.I. DuPont de Nemours $4.50 Cum. pfd.,95.02
PRE0202,El Paso Energy Capital Trust I pfd. Secs,51
PRE0203,Emmis Communications pfd. Cl A,3
PRE0204,Endurance Specialty Holdings 7.75% Non-Cum pfd. Series A,25.5
PRE0205,Endurance Specialty Holdings Ltd. 7.5% Non-Cum. Pfd. Series B,25.76
PRE0206,EnerJex Resources 10% Cum. Redeem. pfd. Series A,6.1
PRE0207,Entergy Arkansas First Mortgage Bonds 4.75% Series Due June 1 2063,23.74
PRE0208,Entergy Arkansas First Mortgage Bonds 4.90% Series due 12/1/52,24.3
PRE0209,Entergy Arkansas Inc. 5.75% Series First Mortgage Bonds 2040,25.06
PRE0210,Entergy Louisiana First Mortgage Bonds 4.7% Series due June 1 2063,23.46
PRE0211,Entergy Louisiana First Mortgage Bonds 5.25% Series due July 1 2052,25.07
PRE0212,Entergy Louisiana LLC 1ST Mtg Bond Series 2041,25.2
PRE0213,Entergy Louisiana LLC First Mortgage Bonds 6.00% Series 2040,25.39
PRE0214,Entergy Mississippi 6% Series First Mortgage Bonds 2032,25.45
PRE0215,Entergy Mississippi 6.20% Series First Mortgage Bonds 2040,25.65
PRE0216,Entergy Mississippi Inc. 6.00% Series First Mortgage Bonds 2051,25.79
PRE0217,Entergy New Orleans 5.0% Series due 2052,24.54
PRE0218,Entergy Texas 5.625% First Mtg. Bonds 060164,25.3
PRE0219,EPR Properties 9% Cum. Conv. pfd. Series E,31.6
PRE0220,EPR Properties 5.75% Cum. Conv. pfd. Series C,22.41
PRE0221,EPR Properties 6.625% Series F Cum. Redeem. pfd. Shares,25.67
PRE0222,Equity Commonwealth 6.5% Cum. Conv. Pfd. Series D,24.65
PRE0223,Equity Commonwealth Cum. Pfd. Series E,25.72
PRE0224,Equity Lifestyle Properties Dep. pfd. (Rep. 1/100th Cum. Perp. pfd. Series C),26.63
PRE0225,Escalera Resources Series A Cum. pfd.,1.22
PRE0226,Essex Property Trust 7.125% Cum Redeem Pfd Series H,26.25
PRE0227,EverBank Financial Dep. Shs. (Rep. 1/1000th 6.75% Non-Cum. Perp. pfd. Series A),25.18
PRE0228,Evolution Petroleum Corp. 8.5% Cum. Pfd. Series A,25.39
PRE0229,Federal Agricultural Mortgage 5.875% Non-Cum. pfd. Series A,24.9
PRE0230,Federal Agricultural Mortgage 6.875% Pfd. Series B,26.25
PRE0231,Federal Agricultural Mortgage pfd. Series C Fixed to Floating,26.1
PRE0232,Felcor Lodging Trust $1.95 Cum. Conv. pfd. Series A,25.24
PRE0233,Fiat Chrysler Automobiles 7.875% Conv. Bonds,125.74
PRE0234,Fifth Street Finance 5.875% Sr Nts due 2024,24.73
PRE0235,Fifth Street Finance 6.125% Senior Notes due 2028,24.63
PRE0236,Fifth Third Bancorp Dep. pfd. (Rep. 1/1000th Perp. pfd. Series I),27.52
PRE0237,First Horizon National Dep. Shs pfd. (Rep. 1/4000th Non-Cum. Perp. pfd. Series A),25.02
PRE0238,FirstMerit Dep. Shs. pfd. (Rep. 1/40th Non-Cum. Perp. pfd. Series A),25.25
PRE0239,First Niagara Financial Group Pfd. Fixed/Floating Series B,26.3
PRE0240,First Potomac Realty Trust Cum. Redeem. Pfd. Series A,25.3
PRE0241,First Preferred Capital Trust IV 8.15% Cum. Trust pfd. Secs,24.89
PRE0242,First Republic Bank 5.5% Dep. Shs (Rep. 1/40th Perp. pfd. Series D),24.16
PRE0243,First Republic Bank Dep. Pfd. (Rep 1/40 Share 6.7% Perp. Pfd. Series A),26.13
PRE0244,First Republic Bank Dep. pfd. (Rep. 1/40th Non-Cum. Perp. pfd. Series C),24.57
PRE0245,First Republic Bank Dep. pfd. (Rep. 1/40th Non-Cum. Perp. pfd. Series F),24.1
PRE0246,First Republic Bank Dep pfd. (Rep. 1/40th Perp. pfd. Series E),28.11
PRE0247,First Republic Bank Dep. pfd. (Rep 1/40th Share Perp. pfd. Series B),25.98
PRE0248,Five Oaks Investment 8.75% Cum. Redeem. pfd. Series A,19.53
PRE0249,Fixed Income Trust for Goldman Sachs Subordinated Notes 6.75% Callable,26.57
PRE0250,F.N.B. Dep. pfd. (Rep. 1/40th Interest Fixed-to-Floating Rate Non-Cum. Perp. pfd. Series E),28.23
PRE0251,FPL Group Capital Trust I 5.875% Trust pfd. Secs,25.47
PRE0252,Frontier Communications Mand. Conv. pfd. Series A,100.86
PRE0253,Full Circle Capital 8.25% Notes due 2020,24.91
PRE0254,FX Energy 9.25% Conv. pfd. Series B,15.76
PRE0255,Gabelli Convertible&Income Securities Fund 6% Cum. pfd. Series B,25.76
PRE0256,Gabelli Dividend&Income Trust 6.% Cum. pfd. Series D,25.61
PRE0257,Gabelli Dividend&Income Trust 5.875% Cum. pfd. Series A,25.83
PRE0258,Gabelli Equity Trust 5.875% Cum. pfd. Series D,25.64
PRE0259,Gabelli Equity Trust Cum. pfd. Series G,23.92
PRE0260,Gabelli Equity Trust pfd. Series H,24.3
PRE0261,Gabelli Healthcare&Wellness Trust Pfd Series A,25.46
PRE0262,Gabelli Healthcare&Wellness Trust Pfd. Series B,26.15
PRE0263,Gabelli Utility Trust 5.625% Cum. pfd. Series A,25.46
PRE0264,GAMCO Global Gold Natural Resources&Income Trust Cum. pfd. Series B,21.23
PRE0265,GasLog 8.75% Cum. Redeem. Perp. pfd. Series A,25.09
PRE0266,Gastar Exploration 8.625% Cum. Pfd. Series A,16.47
PRE0267,Gastar Exploration pfd. Series B,17.2
PRE0268,GDL Fund Cum Puttable&Call Pfd Series B,50.6
PRE0269,General American Investors 5.95% Cum. pfd. Series B $1 par value,26.45
PRE0270,General Electric Capital 4.7% Notes due May 16 2053,24.9
PRE0271,General Electric Capital 4.875% Notes due 1/29/2053,25.14
PRE0272,General Electric Capital Corp. 4.875% Notes due October 15 2052,25.16
PRE0273,General Finance 9% Cum. Redeem. Perp. pfd. Series C,93.95
PRE0274,General Finance Sr. Notes due 2021,25.6
PRE0275,General Growth Properties 6.375% pfd. Series A,25
PRE0276,Genie Energy pfd. Series 2012 A,6.7
PRE0277,Georgia Power Cl A 6.125% Non-Cum. pfd.,27.98
PRE0278,Gladstone Investment 6.75% Cum. pfd. Series B,25.17
PRE0279,Global Indemnity 7.75% Sub. Notes Due 2045,24.6
PRE0280,Global Ship Lease Dep pfd. (Rep. 1/100th 8.75% Perp. pfd. Series B),23.1
PRE0281,GMAC Capital Trust I Fixed Rate/Floating Rate TRuPs Series 2,25.55
PRE0282,Goldman Sachs Group Dep. pfd. (Rep. 1/1000th Non-Cum. pfd. Series K) Fixed-to-Floating,26.16
PRE0283,Goldman Sachs Group Dep. Shs pfd. Ser B,25.37
PRE0284,Goldman Sachs Group Dep. Shs pfd. Ser C,20.25
PRE0285,Goldman Sachs Group Dep. Shs pfd. Ser D,19.83
PRE0286,Goldman Sachs Group Dep. Shs pfd. Series A,19.1
PRE0287,Goldman Sachs Group Dep. Shs. (Rep. 1/1000th Perp. 5.95% Non-Cum. pfd. Series I),24.98
PRE0288,Goldman Sachs Group Dep. Shs (Rep. 1/1000th pfd. Series J) Fixed-to-Floating Rate,24.6
PRE0289,Goldman Sachs Group Inc. 6.50% Notes due 2061,26.23
PRE0290,Goldman Sachs Group Inc. 6.125% Notes 2060,25.29
PRE0291,Goodrich Petroleum Dep. pfd. (Rep. 1/1000th pfd. Series C),2.66
PRE0292,Goodrich Petroleum pfd. Dep. (Rep. 1/1000th pfd. Series D),2.41
PRE0293,GreenHunter Resources 10% Cum. pfd. Series C,10.15
PRE0294,Gulf Power Co. 5.75% Sr. Notes 2051 Series 2011A,25.68
PRE0295,Hancock Holding 5.95% Sub. Notes due 2045,24.39
PRE0296,Hanover Insurance Group 6.35% Sub. Deb. due 2053,25.19
PRE0297,Hartford Financial Services Group 7.875% Fixed-to-Floating Rate Jr. Sub. Deb. due 2042,31.02
PRE0298,Harvest Capital Credit 7% Notes due 2020,25.74
PRE0299,Hatteras Financial Cum. Redeem. pfd. Series A,23.88
PRE0300,HCI Group 8% Senior Notes due 2020,25.53
PRE0301,Health Care REIT 6.50% pfd. Series J,26.47
PRE0302,Health Care REIT Inc. Perp. Conv.Pfd. Series I,60.77
PRE0303,Hercules Technology Growth Capital 7% Sr. Notes due 2019,25.25
PRE0304,Hercules Technology Growth Capital 6.25% Notes due 2024,25.12
PRE0305,Hercules Technology Growth Capital 7.00% Senior Notes due 2019,25.45
PRE0306,Hersha Hospitality Trust 6.875% Cum. Redeem. pfd. Series C,25.3
PRE0307,Hersha Hospitality Trust Pfd. Series B,25.55
PRE0308,Hillman Group Capital Trust 11.60% Trust pfd. Secs,29.95
PRE0309,Horizon Technology Finance 7.375% Sr. Notes 2019,25.16
PRE0310,Hospitality Properties Trust 7.125% Cum. Redeem. Pfd. Series D,26.34
PRE0311,Hovnanian Enterprises Dep. pfd. A,4.54
PRE0312,HSBC Finance Dep Shs pfd. Series B,25
PRE0313,HSBC Holdings 8.125% Perp Sub Capital Secs,26.28
PRE0314,HSBC Holdings ADR (Rep 1/4 of a share of 6.20% Non-Cum $ Pref. shares Series A),25.09
PRE0315,HSBC Holdings plc Perp Sub Cap Secs Exch Pref Shs Ser 2,25.49
PRE0316,HSBC USA Dep. Shs (Rep. 1/40th of a share of Fltg. Rate Non-Cum. pfd. Series G),22.8
PRE0317,HSBC USA Fltg Rate Non. Cum. pfd. Series F,21.86
PRE0318,HSBC USA pfd. Series H,25.37
PRE0319,Huntington Bancshares Non-Cum. Perp. Conv. pfd. Series A,1340
PRE0320,ING Groep 6.20% ING Perp. Debt Sec.,25.36
PRE0321,ING Groep 7.20% Perp. Deb. Secs.,25.72
PRE0322,ING Groep 6.125% Perp. Debt Securities,25.33
PRE0323,ING Groep 6.375% Perp. Hybrid Capital Sec.,25.28
PRE0324,ING Groep Perp. Deb. Secs.,25.71
PRE0325,Inland Real Estate 6.95% Cum. Redeem. pfd. Series B,25.32
PRE0326,Inland Real Estate 8.125% Cum Red Pfd Series A,26.1
PRE0327,Integrys Energy Group 6% Jr. Sub. Notes 2073,26.8
PRE0328,Intelsat Mand. Conv. Jr. pfd. Series A,27.77
PRE0329,Interstate Power&Light 5.1% Perp. pfd. Series D,25.25
PRE0330,INTL FCStone 8.5% Sr. Notes Due 2020,26.09
PRE0331,Invesco Mortgage Capital Cum. pfd. Series B,23.98
PRE0332,Invesco Mortgage Capital pfd. Series A,24.7
PRE0333,Investors Real Estate Trust 7.95% Series B Cum Red Pfd,25.95
PRE0334,Investors Real Estate Trust Series A Cumulative Redeemable Pfd Shares of Beneficial Interest,25.49
PRE0335,Iridium Communications 6.75% Perp. pfd. Conv. Series B,279.5
PRE0336,iStar 8% Cum. Redeem. pfd. Series D,24.58
PRE0337,iStar 7.5% Cum. Redeem. pfd. Series I,23.52
PRE0338,iStar 7.8% Cum. Redeem. pfd. Series F,24
PRE0339,iStar 7.65% Cum. Redeem. pfd. Series G,23.9
PRE0340,iStar Financial 7.875% Cum. Redeem. pfd. Series E,24.15
PRE0341,JMP Group 8% Sr. Notes due 2023,25.12
PRE0342,JMP Group 7.25% Sr. Notes due 2021,25.72
PRE0343,JPMorgan Chase 6.7% pfd. Series T,26.5
PRE0344,JPMorgan Chase 6.125% Dep. pfd. (Rep. 1/400th Non-Cum. pfd. Series Y),25.03
PRE0345,JPMorgan Chase Bank N A London Branch Dep. Shares (Rep. 1/400th pfd. Series O),24.09
PRE0346,JPMorgan Chase Dep. pfd. (Rep. 1/400th Non-Cum. pfd. Series AA),24.83
PRE0347,JPMorgan Chase Dep. pfd. (Rep. 1/400th pfd. Series BB),24.98
PRE0348,JPMorgan Chase Dep. pfd. (Rep. 1/400th Share pfd. Series W),25.61
PRE0349,JPMorgan Chase Dep. Shs. (Rep. 1/400th 5.45% Non-Cum. pfd. Series P),24.23
PRE0350,Kayne Anderson MLP Investment 3.5% Mand. Redeem. pfd. Series F,25.13
PRE0351,Kayne Anderson MLP Investment Mand. Redeem. pfd. Series E,25.33
PRE0352,Kayne Anderson MLP Investment Mand. Redeem. pfd. Series G,25.4
PRE0353,KCAP Financial 7.375% Sr. Notes due 2019,25.09
PRE0354,Kemper 7.375% Sub. Deb. due 2054,26.13
PRE0355,KeyCorp 7.75% Non-Cum. Perp. Conv. pfd. Series A,132.44
PRE0356,Kilroy Realty 6.875% Cum. Redeem. pfd. Series G,26.2
PRE0357,Kilroy Realty pfd. Series H,25.7
PRE0358,KIMCO Realty Corp. Dep. Shs (Rep. 1/100 of a share Redeem. Pfd),25.35
PRE0359,Kimco Realty Dep. pfd. (Rep. 1/1000 Share 5.5% Cum. Redeem. pfd. Series J),24.42
PRE0360,Kimco Realty Dep. Shs (Rep. 1/1000th of a share 6% Cum. Redeem. pfd. Series I),25.46
PRE0361,Kimco Realty Dep. Shs (Rep. 1/1000th pfd. Series K),24.7
PRE0362,KKR Financial Holdings 7.5% Sr. Notes 2042,26.67
PRE0363,KKR Financial Holdings LLC 8.375% Sr Nts due 2041,27.06
PRE0364,KKR Financial Holdings LLC pfd. 7.375% Series A,26.2
PRE0365,Ladenburg Thalmann Financial Services pfd.,23.45
PRE0366,LaSalle Hotel Properties 7.5% Cum. Redeem. Pfd. Series H,25.82
PRE0367,LaSalle Hotel Properties 6.375% Cum. Redeem. pfd. Series I SBI,25.38
PRE0368,Legacy Reserves 8% Fixed-to-Floating Cum. Redeem. Perp. pfd. Series A,15.8
PRE0369,Legacy Reserves 8% Series B Fixed-to-Floating Cum. Redeem. Perp. pfd.,15.84
PRE0370,Lehman ABS 3.50% Adj. Corporate Bkd TRUCs Goldman Sachs Capital I Sec-Bkd Series 2004-6,25.03
PRE0371,Lehman ABS 7.75% CorTS Kinder Deb-Bkd Series 2002-6,10.91
PRE0372,"Lehman ABS 7.75% CorTS Toys """"R"""" Us Deb.-backed Series 2001-31 Cl A",6.45
PRE0373,Lexington Realty Trust 6.50% Cum. Conv. pfd. Series C,47.05
PRE0374,Magnum Hunter Resources 10.25% Cum Perp Pfd Series C,15.8
PRE0375,Magnum Hunter Resources Corp. 8.00% Cum. Pfd. Series D,24.65
PRE0376,Magnum Hunter Resources Dep Shs (Rep. 1/1000th 8.0% Cum. Conv. pfd. Series E),11.9
PRE0377,Maiden Holdings 7.25% Mandatory Conv. pfd. Series B,51.02
PRE0378,Maiden Holdings 7.75% Notes 2043,26.46
PRE0379,Maiden Holdings North America 8% Notes 2042,26.5
PRE0380,Maiden Holdings North America LTD 8.25% Notes due 2041,25.98
PRE0381,Maiden Holdings pfd. Series A,25.8
PRE0382,Main Street Capital 6.125% Sr. Notes 2023,25.35
PRE0383,Mechel ADR Pfd,0.28
PRE0384,Medley Capital 6.125% Sr. Notes due 2023,24.43
PRE0385,Merrill Lynch Capital Tr II 6.45% Tr Pref. Secs,25.45
PRE0386,Merrill Lynch Capital Trust I 6.45% Trust Pref. Secs,25.51
PRE0387,Merrill Lynch Capital Trust III 7.335% Trust pfd. Secs,25.81
PRE0388,Merrill Lynch Depositor 6.0518% Index Plus Trust Series 2003-1,26.95
PRE0389,Merrill Lynch Depositor PPLUS Cl A 6.30% TRUCs Series RRD-1 for R.R. Donnelley&Sons,24.4
PRE0390,Merrill Lynch Depositor PreferredPLUS 8.375% Trust Ctf. Series CZN-1 (Issued by Citizens Communications),26.25
PRE0391,Merrill Lynch Depositor PreferredPLUS Floating Rate Callable TRUCs Series GSC-2 for Goldman Sachs Capital I,20.35
PRE0392,Merrill Lynch&pfd. Capital Trust III 7% TOPrS pfd.,25.62
PRE0393,Merrill Lynch Preferred Capital Trust V 7.28% TOPrS,25.88
PRE0394,Merrill Lynch Trust IV 7.12% TOPrS,25.81
PRE0395,MetLife Floating Rate Non-Cum. pfd. Series A,24.34
PRE0396,MFA Financial 8% Sr. Notes due 2042,25.75
PRE0397,MFA Financial 7.5% Cum. Redeem. pfd. Series B,24.41
PRE0398,M/I Homes Dep. Shares pfd. Series A,25.7
PRE0399,Mississippi Power Dep. pfd. (Rep. 1/4 Share of 5.25% Series D pfd.),25.72
PRE0400,Monmouth Real Estate Investment7.625% Series A Cum. Redeemable Pfd Stk,25.4
PRE0401,Morgan Stanley Dep. pfd. (Rep. 1/1000th Non-Cum. pfd. Series 1),25.69
PRE0402,Morgan Stanley Dep. pfd. (Rep. 1/1000th Non-Cum. pfd. Series E),27.75
PRE0403,Morgan Stanley Dep. pfd. (Rep. 1/1000th pfd. Series F),26.98
PRE0404,Morgan Stanley Dep. pfd. (Rep. 1/1000th pfd. Series G),25.93
PRE0405,MS Capital Trust III 6.25% Capital Secs.,25.33
PRE0406,MS Capital Trust IV 6.25% Cap. Secs,25.53
PRE0407,MS Capital Trust V 5.625% Cap. Secs.,25.2
PRE0408,MS Capital Tr VIII 6.45% Tr Pref. Secs,25.51
PRE0409,MS Non-Cum. pfd. Stock Series A,20.45
PRE0410,MS Structured Asset SATURNS J.C. Penney Deb-Bkd Series 2007-1 7.00% Call Cl A Un,17.4
PRE0411,MVC Capital 7.25% Sr. Notes due 2023,24.14
PRE0412,National Bank of Greece pfd. Series A ADR,3.51
PRE0413,National General Holdings 7.5% pfd. Series A,24.44
PRE0414,National General Holdings 7.625% Notes,23.65
PRE0415,National General Holdings Dep. pfd. (Rep. 1/40th Non-Cum. pfd. Series B),24.56
